0, 7T9PPN, S, 21.736115836909704, 29
1, MTL4JZ, S, 0.2006341512971188, 77
2, RTNPGP, S, 49.16403327637251, 72
3, 8QOFNG, S, 34.08144372015262, 18
4, 7QQ3PW, S, 19.82842664487684, 5
5, 42NOJR, S, 42.63367109824853, 40
6, SIZP8E, B, 18.53803626090934, 84
7, TM2XS0, B, 24.87883580074362, 18
8, OGFYKF, B, 49.712028749548246, 60
9, U4K9T6, S, 25.15710436725685, 90
10, B49N8V, B, 48.92217184665304, 23
11, QOQ9N3, S, 2.600163574940062, 92
12, AE214Q, S, 33.180390339658956, 68
13, JVK699, B, 48.46679556698862, 78
14, Q0U5LJ, S, 6.162244368874376, 62
15, U24FZ6, S, 25.750138670272914, 0
16, 7W53V0, S, 5.514042248111112, 58
17, PWING3, S, 23.31360556678252, 47
18, MAEZMF, B, 5.42010617074547, 100
19, Q7P1QW, S, 23.35108168603145, 15
20, JK8Y1X, B, 16.711547186754643, 96
21, 8BMMKX, B, 35.036228252696446, 81
22, SHKYZZ, S, 3.1779492812814225, 35
23, GKDFV3, S, 47.97328353791322, 69
24, ZA23UE, B, 21.335890898600457, 7
25, M2BHNK, S, 21.31663237477091, 74
26, 34XP6H, B, 14.741124726879395, 94
27, O9CAQ7, S, 25.7949394417247, 53
28, A3FJAY, S, 15.071483573657908, 92
29, 4HFBNQ, S, 11.40360005470718, 10
30, HM1YYZ, S, 23.789929623034574, 88
31, O7CQRH, S, 7.81717859553509, 73
32, OYTQAH, B, 17.09595463372674, 42
33, O9CAQ7, S, 23.596244433368778, 34
34, FFBAFI, S, 39.23483700569063, 46
35, 0F0H5K, S, 16.22870550411993, 36
36, NW78YD, B, 20.108472234059793, 99
37, 11Q777, B, 47.47081011312482, 53
38, D2RF54, B, 29.038251079247967, 32
39, J9IAZ2, S, 35.43443883105811, 23
40, O5P9JR, B, 26.531158035003788, 90
41, L9ZT2I, B, 28.808603922956515, 37
42, 9T2GCS, S, 20.775362298734194, 62
43, 0L6P3C, S, 36.87545973714832, 43
44, LL6Q0D, B, 18.477328131781633, 74
45, KAE8E5, S, 32.98670322498838, 42
46, 566ACI, B, 31.301422842689192, 76
47, V99VME, B, 1.170033212248417, 43
48, R74AVS, B, 32.0171157497053, 35
49, HFSDDD, S, 46.45386125354508, 99
50, 2FNUG8, B, 34.415515971648645, 36
51, QQQEQB, S, 24.9894976059821, 30
52, 0L6P3C, B, 7.240942408262701, 79
53, 31HS1Q, S, 7.992811847595665, 3
54, 9AKMJZ, B, 41.05581599964809, 2
55, I8HRI7, B, 21.653684821883452, 94
56, 7R341I, S, 42.29416072698252, 91
57, T7CGU4, B, 32.347293753185355, 41
58, AVFHYV, S, 35.546819718678584, 99
59, X8RIFI, S, 18.158545895203172, 17
60, XGSF6G, S, 49.37167143084743, 36
61, RFI0U8, S, 45.05200873136931, 58
62, QRW1MV, B, 14.227916293951582, 97
63, WKYS3H, B, 13.19766817991696, 11
64, 1126FF, B, 7.70718314140042, 82
65, 3PGHHN, B, 4.110595403220302, 47
66, ADKO90, B, 33.46841550861124, 69
67, K0YSTB, B, 14.385314313292612, 1
68, 37J68J, B, 39.78160179095939, 54
69, S39FJ1, B, 33.250817403035256, 76
70, 99Z5RG, S, 40.891288486806175, 56
71, EGUUQX, S, 49.31288889828889, 92
72, 0F5L5W, S, 14.37126284729292, 74
73, GMXXZS, B, 19.85601926312363, 100
74, 7US77A, B, 40.49923523049792, 62
75, MA9NSG, B, 0.4848838434686753, 46
76, RTNPGP, B, 31.422545015709797, 32
77, 3VK4TO, B, 42.254186631406014, 35
78, L25YCH, S, 37.20982879441702, 71
79, 5BJUG3, B, 27.670214283310607, 20
80, B5ZLYF, S, 2.8148376213349313, 89
81, DV9WAW, B, 12.896804903658754, 22
82, KBZ4LE, B, 37.44172730839688, 69
83, A9AGP4, S, 29.510035573752507, 42
84, 6DMC80, B, 38.54929429906035, 75
85, TR3PP4, S, 39.34201142410543, 45
86, MA9NSG, S, 28.34227683017705, 100
87, DY6U8T, B, 8.484249369557695, 17
88, E4M7S4, B, 28.713327989022464, 78
89, WNNN1D, B, 24.92900040139191, 54
90, AC6ILV, S, 32.9400953543049, 71
91, 5BGMDV, B, 30.78410347691236, 77
92, PWING3, S, 15.012477113518935, 31
93, XIDFS7, B, 23.52329366033602, 14
94, 9L2QA4, B, 25.566812402937245, 75
95, 1IGEGU, B, 30.350122505110676, 43
96, N0EYJQ, B, 41.47395553919736, 8
97, 14ZBI9, S, 38.712447918336444, 73
98, L92GC3, S, 39.13452502724783, 80
99, 0LDWDE, S, 10.57119678345258, 94
100, QN2LKF, B, 6.46226622383414, 58
101, 38GAEV, S, 39.96697572148772, 59
102, UGJJZN, B, 22.79864303272778, 75
103, 1D1R1Z, B, 23.135769841062302, 76
104, IA45TY, B, 7.626197988063771, 64
105, OGBZM2, B, 41.456116198086754, 54
106, U24FZ6, B, 11.98174707323474, 23
107, IV4JOC, B, 43.065992339591084, 50
108, 7E65D3, S, 42.9418405582878, 40
109, 9XC5MA, B, 38.85507925918482, 98
110, 5LOJV9, B, 10.32979614221502, 48
111, TZY4EJ, S, 11.088966871573714, 20
112, TM2XS0, B, 39.34883205692362, 37
113, Z3TKP1, S, 39.15915240914679, 80
114, ZJTH3J, S, 3.1976979374535084, 72
115, JC5HKB, S, 12.001004394177588, 83
116, WL54PA, S, 47.750509884069594, 60
117, VY82LV, S, 24.112532679916853, 48
118, I6I0J2, S, 35.68446820549047, 61
119, 1U1Q0I, S, 15.190678588325474, 39
120, C6ZTAB, B, 18.148650246812664, 27
121, RXC974, S, 11.714346138190967, 92
122, L9ZT2I, B, 15.257843455010518, 81
123, O5P9JR, B, 47.53735614730804, 9
124, 9TH2KS, B, 21.033184833144997, 21
125, XVJ7OB, S, 21.96015362537546, 77
126, 4T5H0F, S, 25.71394314476626, 98
127, ADKO90, S, 46.77247032940628, 93
128, P7BUME, B, 39.88782309164922, 54
129, 2VL22Z, B, 30.892903277585965, 70
130, OUNWBI, S, 9.821525987218054, 65
131, 2IO5YN, S, 44.9259833455179, 26
132, 4YYM3S, S, 2.0135183120996936, 5
133, 096IUP, B, 21.19688299659651, 60
134, S64TC6, S, 10.385021242852337, 79
135, UGHYAD, S, 2.227323057154673, 6
136, AF6N7F, B, 42.38159954508219, 50
137, 7US77A, B, 44.41145892779073, 1
138, 5PE2R3, B, 14.302945960285346, 70
139, DHK556, S, 17.72063640119021, 2
140, 0LDWDE, S, 26.645369695278102, 77
141, 7JVDM1, B, 9.112849813494389, 10
142, 3FTUFQ, S, 6.412284742887281, 90
143, 5APHWL, B, 32.138187198169945, 91
144, 1UZV04, S, 11.51980014449166, 83
145, LIMT9B, S, 10.47845505789866, 15
146, GGK0YI, S, 41.23087094126727, 51
147, AMSNDW, B, 23.20509296902122, 52
148, REHLGE, B, 32.56346362084875, 7
149, YBDYZW, B, 11.807827526264559, 57
150, R9GR7Q, B, 9.75133604558257, 41
151, GTV0DO, S, 27.606869319507588, 47
152, 4TK2M9, B, 49.09573864313283, 99
153, 4MONZH, S, 32.11903540254426, 45
154, XOF3Z3, B, 46.157704434146346, 95
155, AVHE31, B, 16.940926612223723, 12
156, NWH14R, S, 9.66651130377541, 57
157, Z8OLLE, S, 22.94600972606472, 57
158, ANZLFS, S, 47.67656873137017, 52
159, NPU1I1, B, 25.89029988578666, 45
160, TCUDTI, B, 33.21523260316938, 16
161, 4N0HYZ, B, 44.46385776999928, 41
162, 8YOTQ2, B, 12.890143707052731, 33
163, B5Z6AD, B, 14.512296388850904, 6
164, 8BMMKX, S, 29.65560063652249, 92
165, O7FEU4, B, 40.97664003216137, 49
166, JXOSF0, S, 28.370853224252713, 15
167, QDN7FU, B, 32.58811115020613, 59
168, IV4JOC, S, 34.41791146838838, 0
169, QFCVSC, S, 11.725637661964495, 48
170, XD1M7I, B, 17.42055391256353, 77
171, YDUHZL, B, 19.693979415828178, 12
172, 8B8ARI, S, 48.04092982861483, 22
173, 8XH7BS, B, 21.755485793816366, 54
174, W6FUOM, S, 41.30365143084235, 87
175, 79SKFS, B, 18.778097758160385, 74
176, VO7QM3, B, 14.119678656894019, 16
177, M2BHNK, S, 26.62835150596821, 4
178, QEAE9Z, B, 20.048651730218314, 3
179, 3FNS4J, B, 48.4135112599843, 62
180, NL0MEO, S, 13.364299481702302, 14
181, GMXXZS, B, 49.69754837816784, 66
182, GYDD4V, S, 17.899180833542772, 37
183, RDGO3G, B, 16.0590722182627, 58
184, 93ZBDJ, B, 39.246425327153325, 3
185, OSXU6N, S, 15.8244703672613, 70
186, KFXCZZ, S, 9.044188909053785, 52
187, FNK6VS, S, 12.633284386490557, 54
188, LFBIV7, B, 7.312478867435751, 26
189, IICTF2, S, 2.466059049279834, 78
190, 8LAJG0, B, 26.238912086651055, 72
191, 3T094E, S, 1.333834329425193, 86
192, QRW1MV, S, 37.532353044443305, 90
193, T7CGU4, S, 13.105198726123069, 9
194, TTHUC9, B, 35.69978699739847, 95
195, 62VIVJ, S, 3.807540906605744, 12
196, M09OOJ, S, 15.6414962953498, 83
197, 1U1Q0I, S, 29.945497259770708, 52
198, EP5NOK, S, 22.65616864196774, 23
199, GNCDHA, B, 15.55977165877594, 100
200, ANZLFS, B, 29.98228812940998, 78
201, Z8R3CJ, B, 33.47551275136692, 23
202, O7FEU4, S, 35.640188193439634, 93
203, YS7AVH, B, 7.358506002760135, 93
204, A9AGP4, S, 0.6356422529604833, 24
205, R586J9, B, 46.92999297432002, 58
206, UUKF6K, B, 27.014989059076328, 15
207, T4HN18, S, 20.88064106866039, 100
208, OOV4YY, B, 14.144362826411443, 73
209, TTHUC9, S, 15.506891667455648, 12
210, XWCRUO, B, 27.941412978011194, 23
211, 99YZN2, S, 44.86983759214499, 74
212, 8QOFNG, S, 46.17201500486532, 55
213, 8NOATB, S, 28.604172332772766, 43
214, S29T2G, S, 3.394986947992024, 13
215, 31HS1Q, B, 37.584082723096735, 77
216, 4Q9TQA, S, 11.858342891493868, 24
217, K0G7WD, B, 44.872850326947166, 26
218, CQLTZ5, S, 44.243144943945836, 90
219, 5LOJV9, S, 15.92424810094607, 74
220, 5HIMHQ, S, 34.462653133414136, 31
221, QZIBPC, S, 8.927752921138389, 95
222, VP4OTO, B, 8.131057625566134, 43
223, BS32B6, B, 3.4862320943101155, 57
224, YPP2EW, B, 13.402686948491215, 3
225, YUB3OT, B, 23.958258769070984, 84
